Residência,Em Branco,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Total,CIR
FELISBURGO,0,19,29,21,42,51,50,74,88,135,197,138,135,67,56,48,35,14,13,11,7,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,31094
MATA VERDE,0,0,0,1,0,0,6,2,0,11,6,13,14,10,41,47,13,1,24,30,13,28,6,4,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,31094
CONCEICAO DO MATO DENTRO,0,11,41,65,96,171,266,311,401,384,341,224,195,109,109,78,12,50,13,23,8,8,4,3,3,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,2934,31095
SANTO ANTONIO DO ITAMBE,0,0,0,3,8,5,7,12,28,13,11,19,38,13,33,25,33,21,28,15,23,10,8,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363,31095
SERRA AZUL DE MINAS,0,0,1,0,1,4,26,40,28,32,35,48,32,24,24,23,15,6,8,7,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,31095
SERRO,0,5,14,29,59,121,173,101,275,232,13,96,483,412,352,435,369,257,176,142,91,59,30,20,5,5,0,4,0,3,0,0,0,0,0,0,2,2,4,1,6,1,0,0,3977,31095
ALVORADA DE MINAS,0,0,4,14,36,93,87,72,89,92,79,74,68,60,53,29,27,26,15,12,9,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,949,31095
NOVA MODICA,0,1,0,1,2,3,12,20,53,32,59,38,32,30,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,31096
CAMPANARIO,0,0,0,1,0,7,5,18,22,39,30,33,19,15,15,16,5,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,31096
ITAMBACURI,0,4,9,21,34,102,145,207,335,306,428,384,333,228,147,95,82,66,57,37,27,20,11,5,2,6,4,6,1,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3113,31096
SAO JOSE DO DIVINO,0,9,11,8,15,21,43,20,53,21,9,16,29,11,11,8,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,31096
FREI GASPAR,0,2,1,0,0,2,14,14,49,30,28,17,9,4,10,9,3,5,2,3,3,2,2,0,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,31096
PESCADOR,0,0,0,1,0,5,8,8,16,19,21,34,31,15,19,33,19,14,10,8,7,6,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,279,31096
CHACARA,0,0,2,1,2,14,23,21,13,8,10,9,19,16,41,23,26,11,26,26,19,22,15,8,13,9,13,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,31097
CORONEL PACHECO,0,2,1,6,6,7,11,29,39,22,36,14,15,21,7,17,22,8,10,15,11,3,4,1,3,1,4,1,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,322,31097
CHIADOR,0,9,10,9,20,13,11,14,28,18,29,22,15,14,19,7,8,4,10,3,6,4,2,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,282,31097
BELMIRO BRAGA,0,2,3,2,2,3,0,2,5,7,3,6,16,31,60,59,34,28,28,37,28,24,12,12,0,4,8,4,2,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,429,31097
JUIZ DE FORA,0,86,114,163,274,387,553,614,1241,999,819,914,1141,1523,1632,1748,1581,1711,1453,1745,1474,1394,741,501,315,319,188,157,95,74,71,39,42,17,23,3,20,3,29,10,21,1,8,0,24243,31097
SANTANA DO DESERTO,0,18,25,40,41,39,36,35,98,54,47,38,27,18,13,11,3,1,5,6,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,567,31097
GOIANA,0,9,13,15,6,20,8,2,15,11,25,23,21,27,49,28,28,24,23,23,46,25,13,13,14,16,8,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,518,31097
SIMAO PEREIRA,0,44,35,23,23,40,22,18,25,14,23,2,8,0,1,3,5,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,31097
PIAU,0,45,52,34,33,30,12,21,19,1,14,4,3,7,1,2,8,2,3,2,6,9,7,3,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,31097
RIO NOVO,0,4,7,4,15,15,13,23,64,28,10,9,16,17,10,4,12,15,12,14,16,8,8,6,6,2,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,345,31097
MATIAS BARBOSA,0,20,53,105,91,92,117,93,142,132,117,117,111,109,116,107,114,42,36,38,51,33,19,16,8,6,9,4,3,0,0,1,3,1,1,1,1,2,3,2,3,1,2,0,1922,31097
EWBANK DA CAMARA,0,1,7,16,33,62,65,69,83,89,63,67,72,37,44,40,32,30,11,22,21,15,2,5,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,31097
PADRE CARVALHO,0,4,8,20,14,28,37,26,54,60,54,50,62,76,68,65,47,23,13,15,7,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,737,31098
FRUTA DE LEITE,0,8,8,9,23,28,32,36,54,31,41,31,33,36,43,35,22,19,12,4,5,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,31098
NOVORIZONTE,0,0,0,2,4,11,8,10,28,17,19,18,10,20,21,21,20,18,28,7,0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,31098
RUBELITA,0,1,2,4,1,4,15,32,30,24,49,58,86,76,51,59,47,20,12,8,6,7,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,31098
SALINAS,0,8,46,52,124,136,280,242,276,242,245,212,232,142,110,124,99,84,26,42,22,18,7,3,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2782,31098
SANTA CRUZ DE SALINAS,0,1,0,3,1,3,14,4,13,12,15,2,23,12,4,11,11,12,11,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,31098
SETUBINHA,0,1,0,1,3,9,9,21,14,17,12,16,12,6,21,24,33,46,67,52,19,20,8,5,5,4,1,0,0,1,0,0,1,0,2,0,0,1,4,3,0,0,0,0,438,31099
ANGELANDIA,0,0,0,0,0,10,13,40,41,31,38,65,58,81,91,28,51,71,35,35,61,38,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,31099
MALACACHETA,0,3,5,11,28,32,65,64,90,152,140,149,148,184,125,106,76,41,25,42,35,21,1,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,31099
POTE,0,0,1,1,2,5,12,9,20,30,29,19,26,10,22,19,9,13,13,7,4,1,3,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,1,0,0,0,0,267,31099
ATALEIA,0,0,0,2,1,0,7,10,13,31,9,13,18,9,8,5,9,2,2,4,3,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,156,31099
NOVO ORIENTE DE MINAS,0,6,6,9,17,27,67,26,54,63,39,17,15,7,10,10,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,382,31099
FRANCISCOPOLIS,0,27,27,37,32,45,42,52,58,51,63,40,51,31,59,27,23,20,15,15,6,4,2,2,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,735,31099
NOVO CRUZEIRO,0,0,1,3,7,13,22,22,37,56,76,113,153,93,200,245,282,173,170,185,118,140,91,53,39,40,32,21,13,13,6,0,1,5,3,1,1,3,1,8,1,1,0,0,2442,31099
TEOFILO OTONI,0,26,28,47,89,127,212,234,437,575,624,658,979,504,960,723,516,349,210,172,184,90,50,62,57,44,35,30,24,27,18,7,8,16,14,16,14,8,8,8,4,2,5,1,8202,31099
LADAINHA,0,2,1,0,1,6,14,19,77,75,111,111,98,53,60,47,40,27,30,25,13,9,4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,834,31099
OURO VERDE DE MINAS,0,1,0,0,2,5,6,4,18,37,37,41,83,50,58,64,42,17,10,5,6,1,2,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,495,31099
SAO ROMAO,0,5,2,10,13,22,41,32,39,43,23,19,12,12,9,4,1,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,31100
ICARAI DE MINAS,0,0,0,1,4,6,4,17,27,37,45,36,54,30,52,28,22,11,18,17,11,19,12,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,455,31100
URUCUIA,0,33,59,53,78,145,301,99,105,91,61,64,51,42,44,23,20,14,3,9,6,8,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1317,31100
SAO FRANCISCO,0,3,4,7,24,68,143,146,305,394,424,438,456,377,360,306,235,215,159,94,44,31,16,7,4,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,4266,31100
PINTOPOLIS,0,0,1,16,17,27,13,36,55,36,29,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,31100
VARZELANDIA,0,0,1,6,5,22,15,12,33,34,73,116,139,115,87,115,120,103,73,40,28,47,5,12,8,3,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1222,31101
LONTRA,0,2,6,4,22,33,49,53,69,85,108,98,53,52,74,23,35,22,17,9,6,7,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,31101
LUISLANDIA,0,1,6,4,16,35,40,25,70,86,109,133,121,114,111,76,69,41,16,5,6,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,31101
JAPONVAR,0,3,65,52,70,103,120,100,86,69,49,49,27,38,2,2,18,3,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,31101
PATIS,0,0,4,3,0,8,6,15,21,15,42,17,18,20,3,8,16,13,7,9,12,6,0,0,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,257,31101
SAO JOAO DA PONTE,0,4,7,10,22,34,57,36,40,62,48,75,85,112,90,107,115,73,81,73,37,27,15,9,3,5,5,3,0,2,1,2,0,2,2,0,0,3,1,0,0,0,0,0,1248,31101
IBIRACATU,0,2,0,2,3,5,8,3,9,13,23,37,38,55,53,41,38,38,27,10,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,422,31101
CAMPO AZUL,0,0,0,0,1,4,13,12,21,19,22,28,11,20,0,20,23,21,25,24,7,9,6,4,4,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,302,31101
BRASILIA DE MINAS,0,22,52,88,154,228,314,288,307,324,300,307,236,181,177,149,115,71,65,54,21,27,17,12,6,10,6,3,2,1,5,1,2,1,0,0,1,1,0,3,0,0,0,0,3551,31101
UBAI,0,3,3,7,19,13,41,43,30,35,50,44,44,49,35,38,44,39,26,14,6,5,5,4,2,1,2,0,1,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,612,31101
PECANHA,0,0,1,4,26,13,50,13,88,20,77,109,103,177,227,90,46,54,31,35,37,11,6,2,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,31102
AGUA BOA,0,2,2,4,2,22,21,32,84,61,116,167,184,150,76,50,110,70,66,29,19,5,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,31102
SANTA MARIA DO SUACUI,0,0,4,0,5,9,10,18,61,70,54,66,106,63,56,51,42,20,6,12,18,8,12,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,31102
SAO SEBASTIAO DO MARANHAO,0,1,1,3,1,4,7,22,4,1,4,5,0,0,1,0,0,4,16,35,25,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,31102
PAULISTAS,0,0,0,1,10,11,15,18,22,50,49,36,39,18,41,17,9,6,10,10,12,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,31102
CANTAGALO,0,0,0,0,1,4,14,8,26,19,14,15,21,22,12,3,3,6,1,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,31102
FREI LAGONEGRO,0,0,1,0,4,2,2,2,2,0,13,0,19,23,3,6,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,31102
SAO JOAO EVANGELISTA,0,2,0,0,7,9,13,24,47,36,44,104,98,131,101,99,91,28,20,13,8,4,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,31102
SAO PEDRO DO SUACUI,0,0,0,1,0,3,4,11,15,21,25,20,37,20,31,25,17,7,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,31102
JOSE RAYDAN,0,0,0,0,8,24,21,21,45,44,32,41,48,42,20,18,12,1,3,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,31102
SAO JOSE DO JACURI,0,0,1,0,4,7,17,18,39,50,47,28,20,24,38,23,52,27,10,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,31102
Município ignorado - MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Município ignorado - MG
Total,1,15983,26882,38543,58266,82996,106902,104868,148212,158226,160954,160256,164135,126564,129592,125312,105229,85078,69384,64209,51379,41699,27349,22457,15217,12204,9335,6331,5023,3849,2871,2249,2162,1673,2226,1806,1991,1866,2022,2075,1810,1395,831,39,2151451,Total
